neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
3,95,2,85,1,29,359
2,92,2,249,3,3,60
2,81,1,160,2,12,71
2,215,1,200,3,16,291
2,14,2,48,1,14,249
3,120,2,95,5,7,118
4,218,2,50,1,10,273
3,74,1,228,2,8,348
3,96,2,150,3,2,8
4,78,2,50,1,4,333
2,14,2,49,2,11,254
3,202,1,225,3,0,166
4,12,2,49,3,29,96
3,179,2,100,5,7,16
3,96,1,275,4,0,59
4,218,2,80,3,4,342
2,163,1,125,2,1,325
2,52,2,100,3,3,89
4,55,2,85,1,31,84
2,86,2,129,1,9,338
4,190,1,78,2,7,129
2,61,2,100,2,4,360
3,120,1,140,3,33,11
4,184,1,100,2,0,13
3,87,1,200,2,20,20
2,52,2,45,1,22,339
2,14,2,70,2,23,293
4,169,2,49,1,10,356
3,179,1,125,3,1,77
2,44,1,147,3,23,2
2,215,1,250,1,1,178
3,95,2,115,2,27,363
3,202,1,225,2,12,363
4,5,1,200,5,22,188
4,186,2,30,2,7,6
3,65,1,198,2,0,344
2,18,2,35,3,1,61
2,14,2,49,2,15,306
2,42,1,175,2,5,158
2,24,1,137,2,2,350
3,95,2,62,1,7,172
2,64,2,150,2,1,354
3,203,1,168,2,0,46
4,190,2,40,2,2,5
2,26,2,125,3,9,252
3,203,1,249,3,20,63
3,95,2,60,3,0,86
4,78,2,75,1,28,363
2,215,2,135,1,14,355
3,95,2,75,3,5,325
3,198,1,169,6,0,55
2,44,2,85,2,11,111
4,78,2,46,2,26,180
2,217,2,65,1,35,130
4,186,2,59,1,32,359
2,31,2,50,2,5,180
3,96,2,118,2,16,24
4,190,2,60,2,15,27
2,14,1,80,2,19,81
3,95,2,100,3,4,358
2,92,2,250,5,0,154
2,215,1,110,2,3,26
2,14,2,65,1,6,180
2,160,2,44,2,31,297
2,215,2,75,2,23,113
2,160,1,174,5,17,15
2,52,2,90,2,34,170
2,61,1,98,1,0,88
2,215,2,140,1,12,156
4,5,3,30,1,7,320
3,128,1,189,2,10,36
2,29,1,125,2,2,7
2,176,2,39,1,1,360
3,74,1,229,2,3,348
3,35,1,195,1,6,2
2,14,2,100,1,2,365
4,78,1,139,2,36,101
3,65,2,100,3,0,52
2,92,2,80,5,1,22
2,215,1,200,4,9,9
2,176,2,60,3,2,158
2,14,1,200,2,3,157
2,81,1,155,1,16,14
3,202,2,89,1,9,198
3,87,1,250,1,2,171
3,35,2,88,1,5,158
3,95,2,160,2,0,180
3,65,1,225,1,2,344
3,36,1,200,1,3,157
2,152,1,200,4,12,5
2,176,2,50,2,4,358
1,1,2,120,2,0,84
2,14,2,44,2,13,162
5,195,2,59,3,26,351
2,61,2,49,1,1,90
4,78,2,140,2,1,1
4,190,1,200,2,4,57
3,203,2,130,2,0,71
4,105,3,55,2,0,270
2,52,2,60,3,4,302
4,111,1,199,1,0,364
3,93,1,250,3,14,297
2,52,1,260,2,1,343
3,207,1,120,4,13,42
3,207,2,50,3,2,5
4,182,1,72,3,29,293
3,65,2,58,4,20,10
2,52,2,75,1,0,58
2,53,2,80,1,10,32
1,214,2,55,2,0,35
2,92,2,53,5,1,11
2,176,3,20,2,1,342
2,32,1,125,1,1,34
2,52,1,200,1,15,2
2,29,2,51,2,15,111
2,14,2,65,2,4,347
3,93,1,250,2,8,310
4,110,3,43,1,8,362
3,170,2,150,1,0,88
2,191,2,49,1,3,155
2,14,2,75,2,2,33
3,95,1,91,1,0,50
4,124,1,89,3,27,143
3,62,2,100,1,0,343
4,118,1,180,1,1,334
3,36,2,155,2,3,50
3,96,1,220,5,7,22
2,27,2,60,6,26,90
2,159,1,160,5,6,28
3,202,1,70,2,16,4
3,65,1,150,2,8,132
3,87,1,140,2,20,29
3,131,2,109,1,5,148
3,179,1,275,5,6,9
2,52,2,45,2,0,100
2,18,1,123,3,3,147
2,14,2,65,3,5,161
3,62,2,55,5,0,179
3,210,1,250,1,0,76
3,203,1,199,5,12,12
3,96,2,98,3,0,7
2,82,1,115,4,3,295
3,96,2,199,1,4,363
2,32,2,88,1,11,85
2,61,2,89,1,2,365
3,128,1,199,1,0,14
2,61,2,75,2,5,40
2,215,1,250,3,25,188
3,120,2,125,3,14,36
2,14,1,200,2,12,9
3,192,2,100,1,0,358
2,52,2,80,2,10,2
3,95,1,165,2,21,347
3,62,2,95,3,24,334
3,202,1,140,2,11,3
2,160,2,125,1,1,87
2,29,1,150,4,32,92
2,29,2,70,3,7,11
2,29,2,70,1,5,81
3,170,2,85,1,20,104
2,61,2,38,2,11,365
4,167,2,80,2,0,88
3,35,1,89,2,0,37
4,5,2,75,1,10,357
3,207,2,45,1,23,217
3,138,2,112,3,23,18
3,35,1,250,5,0,60
2,32,2,125,1,8,191
3,203,3,60,1,34,363
4,167,1,200,2,1,11
2,14,1,215,2,5,18
2,215,2,85,3,15,19
3,207,2,55,2,1,10
3,96,2,140,4,24,355
4,106,2,50,1,1,36
3,95,2,44,2,12,45
4,5,2,150,2,2,87
3,62,1,140,2,31,272
4,169,1,99,4,21,133
3,203,1,240,3,0,58
1,132,2,50,1,0,363
4,55,2,55,1,14,123
3,138,2,153,1,25,32
2,86,2,95,1,3,221
3,62,2,74,2,32,195
2,29,2,40,5,1,364
4,118,2,101,1,0,365
2,14,1,159,3,12,285
4,114,2,34,1,3,70
3,62,3,89,1,2,88
3,95,2,60,1,4,209
2,109,3,250,3,0,365
4,78,2,32,1,3,285
2,14,1,200,3,0,41
3,62,1,120,5,4,285
4,164,1,239,2,0,299
2,14,2,65,5,30,178
2,31,2,80,5,0,90
2,14,2,89,2,24,339
3,120,2,228,1,2,365
3,65,2,75,2,19,303
3,95,2,58,1,9,248
3,128,2,100,1,3,269
4,78,1,119,2,4,311
3,146,1,145,5,3,7
3,128,2,145,2,29,74
3,87,1,250,4,23,11
2,77,2,40,1,16,151
2,215,2,85,1,13,11
4,190,2,65,2,19,356
2,52,2,39,1,0,14
3,62,2,80,2,2,11
3,93,1,240,3,15,45
3,93,1,225,3,8,357
2,14,2,79,4,1,359
1,25,2,45,5,30,318
3,131,1,150,5,3,25
4,190,1,100,3,4,326
2,183,2,60,3,27,308
5,157,2,52,1,3,365
3,74,2,90,2,1,5
3,128,2,198,2,23,329
2,29,2,75,5,0,250
1,137,1,148,3,7,358
3,104,2,80,3,6,58
4,5,1,150,5,0,348
3,207,2,74,3,0,3
2,160,2,100,2,24,358
2,109,3,45,1,2,22
3,74,1,203,2,7,338
2,215,2,120,2,11,117
3,210,1,260,3,2,10
2,215,2,70,5,22,359
4,5,2,130,2,5,6
3,96,3,105,6,10,363
1,40,1,95,2,27,153
3,203,2,110,4,7,125
3,62,2,80,3,12,332
2,215,1,120,6,3,1
2,163,1,90,4,32,107
4,5,1,169,3,0,151
3,35,2,149,1,0,359
4,106,2,85,1,23,114
2,215,1,110,2,0,30
2,29,2,70,3,4,21
3,62,1,165,1,23,102
3,145,1,225,1,8,179
3,35,2,129,1,0,359
2,14,2,100,1,0,178
4,186,2,70,2,3,105
2,215,1,200,2,32,8
3,210,2,89,1,13,7
2,21,1,120,2,35,346
3,202,1,150,2,3,164
2,14,2,200,2,0,89
2,64,2,57,3,1,90
1,211,2,65,2,2,135
2,61,1,100,2,0,5
3,35,2,109,1,0,326
2,92,2,50,2,11,157
2,21,2,46,2,2,180
3,35,1,175,3,19,194
2,215,2,70,2,5,2
4,55,2,65,1,20,20
4,165,1,175,2,7,345
3,120,2,200,3,8,333
2,160,2,55,1,12,58
2,14,2,72,5,0,88
2,215,2,85,2,35,365
2,21,1,100,2,10,24
2,14,1,250,4,36,202
4,51,3,37,1,18,365
2,159,2,75,1,0,188
3,74,2,119,1,27,5
3,95,2,65,2,3,68
4,78,2,140,2,14,57
2,191,2,150,2,0,363
3,74,1,220,2,4,331
3,95,1,200,2,20,11
5,41,3,150,2,2,312
3,35,1,249,1,5,125
2,14,1,95,1,35,28
3,207,2,60,3,5,93
2,31,1,91,1,28,172
2,29,2,74,1,26,34
3,93,1,250,1,0,111
4,78,2,66,2,19,312
4,190,2,129,1,10,275
2,215,1,230,2,1,15
2,215,3,37,1,12,362
3,202,2,99,2,0,146
3,113,2,69,1,24,35
1,112,1,95,1,4,84
4,161,1,69,1,34,170
3,62,3,60,1,5,1
2,75,2,50,1,0,265
2,14,2,50,3,6,10
3,95,2,100,2,5,135
2,217,1,267,2,14,1
3,95,1,80,2,2,189
2,92,2,179,3,13,81
2,52,1,245,3,11,280
2,215,2,80,3,4,280
2,29,2,55,1,0,276
3,95,1,170,5,25,177
2,86,1,195,2,6,330
3,202,1,130,3,0,42
2,217,2,45,2,26,74
4,5,2,97,2,0,249
3,207,2,50,2,9,170
3,145,1,179,1,0,364
2,77,2,130,4,3,364
3,95,1,150,2,0,40
4,221,1,110,2,9,8
2,81,2,70,2,9,3
2,29,1,95,4,21,98
2,160,2,62,1,0,229
3,35,2,85,1,1,261
2,42,2,59,3,10,150
2,14,2,75,1,25,170
2,215,2,90,1,9,245
4,167,2,30,3,13,65
3,35,1,170,3,6,170
3,96,2,100,1,0,167
4,190,2,80,1,34,262
4,184,2,70,2,12,89
3,62,2,75,2,3,332
3,65,2,110,2,2,188
2,215,1,200,2,14,330
1,209,1,165,2,4,310
3,65,1,200,3,3,10
3,203,1,175,2,6,1
2,215,2,90,3,4,11
3,128,1,120,2,8,328
3,128,1,145,5,16,173
1,49,2,50,1,21,188
3,62,2,90,4,1,6
2,14,2,75,4,17,9
1,17,2,29,4,5,360
4,186,2,40,2,0,84
2,14,2,60,2,21,75
3,202,2,129,3,4,15
3,128,1,135,4,9,314
3,35,2,149,1,0,351
2,52,2,82,1,21,89
2,215,1,175,1,11,37
1,48,2,85,2,11,363
2,14,2,50,1,0,144
3,74,1,227,2,8,356
4,60,2,65,1,22,349
3,120,1,200,2,3,13
2,109,2,75,2,8,312
2,92,1,195,1,0,12
2,26,1,125,1,0,24
2,92,2,119,1,1,365
2,29,2,75,3,3,352
4,98,2,55,2,16,178
2,75,2,80,2,25,68
3,96,3,80,1,24,46
1,153,1,100,1,8,51
3,74,2,220,1,1,365
3,95,2,65,3,17,280
5,3,1,250,2,21,333
2,29,1,160,4,21,189
3,95,2,95,2,31,172
2,215,1,154,3,5,269
2,14,2,65,2,22,288
2,61,1,69,2,36,229
2,42,1,100,5,1,243
3,65,2,125,2,1,338
2,52,1,250,4,6,250
2,92,2,60,5,5,133
3,122,2,44,5,18,349
3,65,2,250,1,1,365
3,96,2,120,1,31,321
2,14,1,131,2,27,96
3,74,1,198,2,7,346
2,14,2,44,2,26,118
2,92,1,250,3,0,62
1,135,1,120,3,5,45
2,92,2,105,3,8,12
3,35,1,150,4,21,5
2,86,1,200,2,10,218
2,215,1,225,3,25,157
2,14,2,45,4,0,7
2,61,1,159,2,1,191
2,92,1,245,3,0,280
2,215,1,259,2,4,345
2,14,2,100,2,6,39
2,29,2,58,5,31,297
2,215,2,60,3,22,46
2,14,1,97,2,19,340
2,14,2,52,2,29,335
2,14,1,250,1,29,347
2,29,2,45,5,5,3
4,184,1,150,3,6,176
3,207,2,54,1,0,6
2,14,2,65,3,3,342
4,5,2,75,2,4,36
2,90,1,80,2,3,16
4,5,2,60,5,4,150
2,139,1,152,2,3,12
2,52,1,67,1,0,300
4,105,2,75,5,30,180
1,156,2,145,1,7,360
3,96,1,150,3,12,1
2,44,1,198,3,1,5
2,217,2,135,2,21,272
3,95,2,150,1,17,363
4,218,1,250,5,0,32
2,215,2,70,2,16,3
2,42,2,75,3,11,318
2,215,2,75,3,17,355
2,92,2,199,1,0,180
2,52,2,120,1,0,177
2,52,1,190,1,9,364
2,77,1,130,2,35,357
4,15,2,200,2,4,332
3,96,2,95,3,9,94
3,95,2,86,1,8,325
2,109,1,100,1,2,268
2,29,2,70,3,2,189
4,118,1,71,3,32,77
4,60,2,45,1,0,45
3,95,2,70,2,0,312
2,183,1,210,3,5,3
3,95,3,34,1,17,4
4,110,2,150,1,0,363
2,75,1,115,3,11,165
2,29,2,39,1,20,14
3,74,1,228,2,1,357
3,203,2,60,1,3,130
3,95,2,55,3,11,1
4,78,2,80,1,10,169
2,81,1,125,3,4,48
2,52,1,150,3,0,73
2,215,1,175,2,6,176
2,21,3,30,5,7,365
2,14,2,81,1,9,105
2,64,3,25,2,26,50
2,160,1,90,2,4,27
3,36,2,71,1,0,259
3,202,2,150,5,5,272
2,46,1,94,5,0,5
2,215,2,70,6,1,287
4,165,2,66,1,30,131
2,14,1,95,2,14,275
2,14,3,45,2,10,311
2,14,1,125,5,23,1
3,202,1,119,3,3,174
3,95,2,200,2,21,38
2,14,2,55,1,25,74
2,52,2,62,2,23,172
2,215,2,90,2,15,6
4,23,2,50,1,11,342
3,96,1,200,2,2,5
3,95,2,70,1,3,71
3,203,2,40,1,0,1
2,14,2,90,1,1,321
3,95,2,250,1,0,179
3,202,1,125,3,6,42
3,65,1,150,1,4,5
3,74,1,135,6,10,160
5,143,2,40,1,0,341
2,29,2,63,5,6,133
2,29,2,63,1,7,22
4,4,3,39,1,0,43
2,14,1,225,3,34,258
3,116,1,255,3,1,233
3,203,1,200,6,22,354
3,203,2,65,1,4,364
3,95,2,67,3,0,88
4,57,2,45,1,12,226
1,134,3,80,1,0,365
4,78,2,35,1,0,358
3,96,1,265,1,18,46
3,62,1,225,2,31,160
2,54,1,150,3,3,7
2,29,1,150,5,30,284
3,96,2,209,1,25,84
2,14,2,40,3,3,89
3,87,2,250,3,33,167
2,215,1,135,5,14,44
2,53,1,150,1,0,9
5,3,1,125,2,8,353
3,202,3,75,4,10,329
3,128,1,199,3,14,3
2,26,1,125,2,7,47
2,176,3,40,3,1,281
2,215,2,84,3,10,4
2,61,1,115,1,15,48
3,104,2,59,2,11,29
3,65,1,180,5,1,32
3,207,2,85,4,0,55
4,5,2,60,1,2,249
3,95,1,112,3,22,313
2,215,2,50,5,1,11
3,207,1,160,1,3,75
4,172,1,100,1,33,171
4,5,2,60,2,1,51
5,123,1,80,1,4,140
3,96,2,129,2,13,176
1,201,2,60,2,7,156
3,120,2,125,2,28,255
3,131,2,73,6,11,90
3,202,1,275,6,0,73
2,75,2,70,3,1,105
4,5,2,65,5,10,68
2,215,2,150,2,7,48
2,14,2,55,2,16,311
2,29,1,160,3,7,23
4,190,1,249,1,6,365
4,78,2,80,1,15,288
3,62,3,65,2,27,11
3,128,1,175,3,5,230
2,61,2,60,2,6,326
4,80,1,90,1,35,310
3,96,2,120,1,18,249
2,215,2,65,2,22,173
3,207,1,90,3,7,6
2,46,2,55,2,7,188
2,14,1,139,1,10,20
3,192,2,100,1,4,359
3,138,1,159,1,0,201
2,32,1,245,3,24,13
2,215,2,60,2,23,60
2,215,2,99,2,9,46
4,124,2,68,1,0,133
2,14,2,65,2,9,280
3,170,2,85,3,34,195
2,191,2,50,2,33,20
2,215,1,150,3,6,4
2,29,1,120,3,0,177
2,176,2,70,3,0,83
2,42,2,90,1,9,144
2,31,1,100,2,11,167
2,75,2,35,3,17,59
1,197,3,50,1,7,158
4,184,2,100,5,1,365
2,42,2,70,3,1,4
4,213,1,140,1,9,204
4,5,1,115,2,2,80
3,62,1,200,5,7,9
2,52,2,70,1,2,73
2,14,1,100,2,25,65
3,62,2,95,2,27,33
2,52,1,105,1,7,6
4,190,2,65,2,13,341
2,14,2,180,5,12,189
3,210,1,240,4,18,24
2,163,1,199,2,0,11
3,95,2,49,1,11,180
2,19,1,49,3,20,164
3,95,1,200,5,0,39
3,35,1,240,2,0,6
4,5,1,199,1,12,283
3,199,1,250,3,21,148
3,207,1,90,1,15,170
3,65,2,105,2,9,191
2,75,1,185,5,2,33
3,65,2,100,1,1,365
3,95,1,155,5,22,362
4,108,2,67,2,25,318
2,215,1,175,5,5,198
3,95,2,85,1,1,365
2,215,1,94,3,4,31
2,77,1,170,1,0,363
2,21,2,56,1,12,348
2,14,2,60,2,9,72
3,203,1,250,3,3,2
2,14,2,65,2,7,272
3,62,1,160,5,14,205
3,95,1,130,4,32,39
2,75,2,38,1,2,238
3,95,1,180,3,29,235
4,221,2,100,3,0,90
2,86,2,169,1,34,364
3,120,1,250,2,8,297
2,31,1,177,3,23,363
2,8,2,100,1,3,179
4,78,2,65,1,9,365
2,6,2,33,6,29,32
3,62,2,65,2,8,8
2,215,1,140,2,11,214
2,215,1,92,2,11,7
3,128,1,140,3,1,5
3,202,1,150,3,0,273
2,215,1,200,2,3,16
3,203,1,275,3,0,24
3,87,2,59,5,18,5
4,5,2,75,1,21,364
2,217,1,128,3,10,3
2,215,2,93,1,25,234
3,146,1,100,3,0,13
3,203,1,150,2,16,220
3,96,1,149,2,7,155
3,95,1,160,6,8,43
3,202,2,85,2,0,30
3,207,2,70,1,2,145
2,129,1,120,1,2,126
1,156,3,28,1,3,363
5,181,2,100,2,6,86
2,14,2,85,3,8,63
3,96,2,99,1,3,358
2,215,2,43,1,2,249
2,215,2,52,3,3,68
3,65,1,197,1,0,33
3,65,2,67,1,6,9
3,95,2,69,3,11,167
3,65,1,250,5,3,263
2,52,2,110,3,7,152
3,96,1,200,3,5,13
4,106,2,90,1,12,86
3,62,1,110,3,3,3
4,5,2,90,1,7,49
4,186,1,130,2,17,352
2,14,2,60,6,8,144
2,215,2,95,2,0,211
3,192,2,100,1,0,356
3,202,1,140,2,2,105
2,14,1,170,3,5,66
3,202,2,89,4,7,188
3,207,2,50,2,1,25
3,113,1,180,4,2,4
3,96,1,134,1,33,20
4,69,2,80,1,3,317
2,14,2,40,2,4,2
2,14,2,150,1,36,29
2,14,1,150,1,0,359
2,75,1,90,2,0,10
3,120,2,99,1,7,356
2,14,1,175,3,1,365
4,4,1,130,2,0,215
4,218,2,45,5,15,238
3,202,2,90,2,23,17
3,95,1,78,1,27,33
3,210,1,229,2,0,10
3,65,2,100,5,8,128
1,125,1,80,5,12,91
2,14,3,35,1,3,77
3,62,1,180,1,17,334
3,95,2,215,5,7,335
3,95,2,90,1,0,121
3,96,1,170,1,4,3
3,207,2,60,1,13,316
2,61,2,48,2,9,4
2,215,2,49,2,2,16
2,81,1,104,2,7,2
3,96,1,250,3,1,158
3,203,2,90,2,2,43
3,202,1,149,6,0,82
2,14,2,100,1,2,311
3,65,1,100,3,18,20
2,29,2,200,1,0,365
2,215,1,160,2,18,358
3,95,2,85,1,19,365
3,96,1,150,1,1,5
2,159,1,115,5,2,19
1,40,2,46,2,3,179
2,24,2,100,2,7,31
2,14,1,87,1,0,9
2,14,1,170,2,0,89
3,96,3,60,1,20,348
3,207,1,99,3,5,365
3,192,2,100,1,3,318
3,104,1,140,3,5,8
2,52,2,70,2,12,120
2,14,1,200,4,0,310
2,14,1,120,4,1,10
1,132,1,42,2,18,6
3,74,1,250,2,2,335
3,207,1,150,1,32,358
4,69,2,89,1,2,33
4,106,2,100,2,0,179
1,79,2,39,3,1,180
3,74,1,235,2,7,306
3,36,2,68,1,7,54
2,215,2,150,2,7,20
1,25,2,50,1,14,206
2,52,1,200,5,3,157
2,14,2,48,4,7,2
2,53,2,250,3,0,364
4,80,2,65,4,20,133
4,78,1,99,1,3,357
4,161,1,68,2,33,282
2,52,1,169,4,0,324
2,29,2,40,1,0,364
2,215,2,95,2,4,28
1,1,2,142,1,30,48
2,32,1,150,2,8,196
3,203,2,200,3,0,114
4,5,2,100,3,0,343
3,36,2,85,1,14,332
3,120,1,250,2,0,107
2,215,1,200,3,17,67
2,31,2,88,2,12,180
3,95,2,70,1,0,90
1,153,1,69,5,0,55
2,52,2,58,3,24,6
2,14,2,150,1,0,365
2,14,2,275,3,20,257
4,164,2,70,1,0,112
2,64,2,30,1,0,174
3,62,1,180,1,21,87
4,78,2,89,1,4,179
2,215,2,60,2,9,87
3,96,2,179,1,12,175
3,95,2,170,2,17,88
2,163,1,100,1,0,43
3,74,1,230,2,5,346
2,53,2,80,2,17,353
2,215,2,50,1,12,13
3,202,1,115,3,9,19
2,64,2,40,1,7,364
3,65,2,95,3,36,9
3,35,1,189,1,7,2
2,52,2,41,1,0,66
3,62,2,150,1,0,265
2,42,1,115,2,4,46
3,95,2,100,1,8,253
4,45,1,150,2,6,336
4,182,2,60,3,2,180
3,93,1,245,3,18,307
2,159,2,125,4,16,339
2,14,1,250,2,6,179
2,92,2,50,2,36,232
4,5,2,65,1,11,300
2,24,2,60,1,18,343
1,25,2,45,2,21,280
4,161,3,41,1,11,125
2,14,2,99,3,16,360
3,96,2,98,6,2,4
4,218,2,89,3,29,355
2,215,2,65,2,13,9
2,29,2,80,1,34,207
2,29,2,40,2,31,36
2,8,1,245,3,18,255
4,221,2,125,1,0,90
4,4,1,200,2,18,202
3,202,2,99,1,21,82
2,42,2,95,2,10,22
2,75,2,88,2,5,86
4,5,2,52,2,8,22
3,62,1,185,1,24,314
3,65,2,125,1,19,230
2,50,1,101,5,2,323
2,24,1,119,1,19,135
3,96,1,245,5,8,13
4,106,2,165,1,0,355
3,35,1,199,3,36,293
2,75,3,20,1,0,363
3,131,2,50,5,0,24
2,29,2,39,1,13,89
2,75,1,100,3,4,69
2,61,2,70,4,0,88
2,29,2,125,1,0,175
2,205,1,200,2,0,1
2,52,1,66,2,18,44
4,23,2,135,1,0,309
3,62,1,180,2,3,41
4,164,1,268,2,2,5
2,29,2,65,4,24,317
3,202,2,69,3,0,30
3,138,2,150,1,0,82
2,92,2,55,1,21,47
4,169,1,150,2,14,97
3,74,1,229,2,2,331
3,96,1,220,1,3,52
4,118,2,35,1,16,95
4,5,2,80,3,3,365
3,74,1,240,2,6,340
4,5,2,45,2,13,53
4,190,2,98,2,1,88
3,36,2,99,3,30,147
2,215,1,245,3,16,66
2,75,2,75,1,7,133
2,14,1,150,2,2,177
3,62,1,95,3,4,88
4,184,2,95,5,1,90
2,129,1,60,2,2,224
4,13,2,60,1,0,342
3,74,3,65,1,0,357
3,65,1,189,1,13,338
2,215,2,60,2,14,14
3,203,2,150,2,5,20
2,42,1,120,2,28,294
4,55,2,80,4,32,303
4,5,1,84,1,0,90
2,152,2,150,2,36,293
4,55,1,62,5,3,6
2,14,1,165,3,10,158
3,202,2,70,3,31,345
2,215,1,217,3,24,14
3,65,2,85,2,10,306
3,202,1,189,1,1,365
2,215,1,199,3,0,99
1,40,2,70,1,3,360
2,215,1,215,2,8,77
3,95,2,100,1,36,365
2,92,2,75,1,16,280
3,65,1,158,1,16,70
2,215,1,100,6,1,7
2,215,1,199,2,29,174
2,14,1,240,1,33,83
4,60,2,70,2,2,266
2,160,1,150,2,8,30
4,106,1,79,1,0,167
2,215,1,150,2,6,137
2,14,2,150,5,0,66
2,215,1,175,2,21,313
